Id,Name,Text,Colorway,Main_color,Category
52,ASICS Gel-1130 White Cloud Grey,"The ASICS Gel-1130 White Cloud Gray is a running shoe inspired by past versions of Gel models, including the Gel-1000 and the Gel-Kayano 14, for a late 2000s running aesthetic.

This iteration of the ASICS Gel-1130 features a white mesh base for the upper, allowing for breathability and flexibility. Synthetic leather overlays appear in the traditional ASICS design in white, black, and Cloud Gray across the midsole. The cushioned tongue features the ASICS logo, while ""GEL"" can be found running diagonally down the heel in gray and black. Gel technology cushioning and the lining on the inside provide extra comfort and shock absorption.

Our favorite feature of this running shoe is the chunky beige outsole, which adds another touch of modernity and style to the design of the functional shoe. The ASICS Gel-1130 White Cloud Gray was released on March 1, 2024, for a price of $100.",White/Cloud Grey,White,Lifestyle
53,Jordan 4 Retro Oxidized Green,"The Jordan 4 Retro Oxidized Green takes the recognizable Air Jordan 4 retro silhouette and updates it with a colorway of White and Neutral Gray with Oxidized Green accents.

The use of crisp White and deep Oxidized Green on the upper gives the sneaker a retro, varsity-sports-inspired appearance. The base is constructed from smooth leather in White with tonal leather overlay panels and wavy rows of tonal stitching. Oxidized Green details can be found on the floating, web-like eyestays, the synthetic collar lining, the sockliner, the Jumpman logo on the tongue’s tag, the Jumpman on the heel, and a strip on the midsole. Like other Jordan 4 Retro models, this version features visible air units in the heel that cushion the foot.

Our StockX experts like the synthetic mesh on the side panel and below the tongue. The Jordan 4 Retro Oxidized Green was released on June 15, 2024, and retailed at $210.",White/Oxidized Green/White/Neutral Grey,White,Lifestyle
54,Nike Zoom Vomero 5 Photon Dust Metallic Silver (Women's),"The Nike Women’s Air Zoom Vomero 5 ‘Photon Dust Metallic Silver’ brings gleaming accents to a retro running shoe built for all-day comfort.  A refined light grey finish permeates the upper, built with a traditional blend of airy mesh and synthetic leather.  Chrome detailing shines on the toe box and signature Swoosh, while a molded heel cage provides lightweight stability and support.  The sneaker rides on a foam midsole with snappy Zoom Air cushioning nestled in the forefoot and heel.",Photon Dust/Chrome/Gridiron/Sail,Silver,Running
55,UGG Lowmel Sand (Women's),"The UGG Lowmel Sand (Women's), in women’s sizes, is a lace up casual shoe with a booty or sneaker style silhouette, crafted from ballistic canvas mesh and soft suede.

American brand UGG's origin dates to Southern California in 1978. It was founded by Australian surfer Brian Smith and his partner Doug Jensen, who aimed to provide Americans with the comfortable sheepskin boots that had widely available in Australia. Since then, the brand has revolutionized comfort footwear styling, and has utilized renewable materials, such as rainwater-grown sugarcane instead of petroleum-based EVA. Sand and white plaid laces, made from recycled materials, add detail to the shoe's monochrome aesthetic. UGG branding appears on the tongue and outer heel.

Our experts feel that the best feature of the Lowmel is its lace up silhouette, which offers the versatility to be worn for the elements or just for style. The UGG Lowmel Sand (Women's) released on August 1, 2023, and retailed for $150.","
Sand",Cream,Boot
56,New Balance 9060 Rain Cloud Grey,"The New Balance 9060 Rain Cloud Grey takes on an early 2000s design by the American brand.

The sneaker displays tones of grey and off-white. It features a mixed-material upper that combines pigskin suede overlays with mesh, and the ""N"" emblem is accented with multiple silver details. The medial logo has a deconstructed appearance made up of parallel lines, while the""N"" is solid on the lateral. The dual-density midsole, which sits on top of the diamond-shaped outsole, combines SBS cushioning and ABZORB technology.

The New Balance 9060 Rain Cloud Grey debuted on September 2nd, 2022, and originally retailed at $150.","
Rain Cloud/Castlerock",Grey,Lifestyle
57,Nike Sabrina 2 Conductor (Women's),"The Nike Sabrina 2 Conductor (Women's) is part of Sabrina Ionescu’s second performance basketball shoe collaboration with Nike.

Like other sneakers in the collection, the Conductor (Women's) Nike Sabrina 2 includes Cushlon 3.0 foam in the midsole, a firmer Cushlon foam wrapping around the midsole, and a responsive Nike Zoom Air in the forefoot that propels you forward. Other technical features include the ""S""-inspired herringbone traction pattern on the rubber outsole, which supports quick directional changes. The mesh upper features an internal containment system with stitched cables that provide a locked-in feel supported by the lace closure system.

Our experts like the zigzag patterns around the heel that represent shards of glass and symbolize Sabrina Ionescu breaking the glass ceiling. Other symbolic elements include the ‘i’ on the heel, which represents the first letter of the WNBA player’s last name. The Nike Sabrina 2 Conductor (Women's) was released on July 12, 2024, and sold for $130.",Football Grey/Glacier Blue/Astronomy Blue/White,Blue,Basketball
58,Nike Air Force 1 Low Supreme Black,"Supreme and Nike paid homage to an NYC classic with the release of the Nike Air Force 1 Low Supreme Black, now available on StockX. This collaboration adds Supreme’s world-renowned Box Logo to the side of a traditional all-black Air Force 1 design.

This Air Force 1 Low is comprised of an all-black leather upper with matching soles and detailing. A red Supreme Box Logo placed on the outside heel completes the design. These sneakers released in March of 2020 and retailed for $118.",Black/Black-Black,Black,Lifestyle
59,adidas Campus 00s Core Black,"The adidas Campus 00s Core Black was launched as part of the sports collection sneakers in the adidas brand.

The adidas Campus 00s Core Black is covered in core black and white colorways at the upper, footwear white midsole, and brown outsole. This sneaker is a product of suede, rubber, and leather materials that completes the texture. The adidas Campus 00s Core Black features the adidas logo on the tongue and the heel with campus branding at its quarter.

The adidas Campus 00s Core Black got released at a suggested retail price of $100 on February 17, 2023.",Core Black/Footwear White/Off White,Black,Lifestyle
60,adidas Yeezy Slide Salt,"Enter the realm of sleek minimalism with the adidas Yeezy Slide Salt, a silhouette that redefines casual footwear. Embracing a monochromatic salt hue, this slide is a testament to the idea that true sophistication lies in simplicity. Designed with a smooth, seamless construction, the Yeezy Slide Salt offers an uncluttered, organic aesthetic that's as tranquil as its namesake.

The Yeezy Slide in Salt is crafted from a unique foam compound that blends lightweight comfort with durability, these slides are tailored for the trendsetters who seek to merge their laid-back lifestyles with high-fashion sensibilities. The soft, cushioned footbed conforms to your foot, making every step feel like a cloud—a testament to adidas and Yeezy's pursuit of innovation in comfort and design.

Having graced the market on March 15, 2024, and with a price tag of $70, the adidas Yeezy Slide Salt swiftly became the go-to choice for those who covet a fusion of luxe and leisure. Its release is celebrated as the moment when adidas and Yeezy once again elevated the everyday to the extraordinary. For the aficionados of minimalist chic, the adidas Yeezy Slide Salt has set a new benchmark in effortless style.",Salt/Salt/Salt,Green,Sandals
61,adidas Handball Spezial Shadow Red (Women's),"The adidas Handball Spezial Shadow Red (Women's) is a modern reimagining of a classic silhouette that has deep roots in the sports and streetwear world. Originally designed for handball players in the late 1970s, the Handball Spezial has become a cultural icon, appreciated by sneakerheads and fashion enthusiasts alike. The shadow red colorway offers a fresh take on this heritage style, blending nostalgia with modern flair, making it perfect for those who want to stand out with subtle sophistication.

The retro design features a rich shadow red suede upper, complemented by off white accents on the three stripes and midsole, creating a balanced look that’s both timeless and trendy. The low-profile build, combined with the lightweight feel, ensures that these kicks are as comfortable as they are stylish, whether you're heading to a game or strolling around the city. This is a sneaker that honors its athletic past while staying relevant in today’s fashion-forward scene.

Released on August 14, 2024, the adidas Handball Spezial Shadow Red (Women's) retailed for $110. With its blend of sports heritage and modern street style, this colorway is a fresh update to a timeless classic, perfect for sneaker lovers looking to add some retro-inspired style to their collection.","
Shadow Red/Off White",Red,Lifestyle
62,Jordan 1 Retro Low OG SP Travis Scott Canary (Women's),"Immerse yourself in the stylish and bold world of the Jordan 1 Retro Low OG SP Travis Scott Canary (Women's), a sneaker that brings a fresh vibe to a classic silhouette. This edition is splashed in Canary, Racer Blue, and Light Silver hues, embodying the energy of Travis Scott's alma mater, Elkins High School. The sneaker’s design is highlighted by the iconic reversed Swoosh, a hallmark of Travis Scott’s transformative touch to the Jordan 1 & sneaker culture. Adorned with the Cactus Jack logo, these sneakers are a true testament to the rapper's influence and aesthetic.

The Jordan 1 Retro Low OG SP Travis Scott Canary is a piece of wearable art. Crafted with premium materials for comfort and durability, the design also features a gum medium brown outsole that complements the vibrant upper, ensuring these shoes stand out in any crowd. The combination of Travis Scott's unique style and Jordan Brand's legendary craftsmanship offers wearers a mix of street-worthy appeal and high-fashion sensibility.

Released on May 17, 2024, the Jordan 1 Retro Low OG SP Travis Scott Canary (Women's) was retailed for $150. Each pair reflects the spirit of innovation and youth, capturing the essence of Travis Scott's creative vision and the enduring legacy of the Jordan brand. With each step, wearers celebrate a legacy of musical prowess and sneaker history, making it a coveted addition to any collection.",Canary/Racer Blue/Light Silver/Gum Medium Brown,Yellow,Lifestyle
63,Nike Dunk Low Next Nature Baroque Brown,"The Nike Dunk Low Next Nature Baroque Brown is a low-top shoe that features all the design elements of the classic Dunk Low, but is made with more recycled materials.

This colorway of the Nike Dunk Low Next Nature is made with a synthetic tumbled leather upper in white. Synthetic suede overlays appear in Baroque Brown rounding out the perforated toebox, underneath the laces, and running from the top of the laces down around the heel. The Nike Swoosh appears in black on the midsoles. The black heel tab features the Nike brand name stitched onto it, while there is also a Nike patch on the tongue. A white and black rubber outsole completes the look.

What we like best about this shoe is the synthetic and recycled materials, which add to this shoe’s sustainability. The Nike Dunk Low Next Nature Baroque Brown was first released on January 24, 2024, for a price of $125.",Baroque Brown/Black-White-Sail,Brown,Lifestyle
64,"Timberland 6"" Boot Black Nubuck Premium","The Timberland 6-Inch Black Nubuck features a black Nubuck leather construction which comes from top-grain calfskin or cowhide. The leather is layered on the collar to create comfort and protect the feet from outside elements. Timberland also includes anti-fatigue technology that absorbs sudden impact and returns that energy to where it came from.

The Timberland 6-Inch Black Nubuck released in January of 2018 and retailed for $190.","
Black","
Black",Boot
65,Jordan 3 Retro OG SP A Ma Maniére While You Were Sleeping (Women's),"The Air Jordan 3 Retro OG SP A Ma Maniére While You Were Sleeping (Women’s) is a stunning continuation of the celebrated partnership between A Ma Maniére and Jordan Brand. Known for its luxury aesthetics and storytelling, A Ma Maniére delivers yet another masterpiece with this black, violet ore, and flat pewter colorway. The sneaker, part of the larger ""While You Were Sleeping"" collection, stays true to the brand's signature style with premium materials and thoughtful design details. This release carries the same high standard that made the first A Ma Maniére Jordan 3 an instant classic.

This iteration features a black tumbled leather upper paired with premium suede overlays, creating a sophisticated yet edgy look. The violet ore accents subtly elevate the design, adding a unique touch that distinguishes it from other releases. A vintage-inspired midsole and outsole bring a worn-in, timeless vibe that fits perfectly with A Ma Maniére’s carefully curated aesthetic. Details like the Nike Air branding on the heel and the mix of Jumpman and A Ma Maniére logos on the tongues further emphasize the sneaker’s premium appeal. Inside, the diamond-quilted lining delivers that luxurious feel the brand is known for.

Released on August 20, 2024, the Air Jordan 3 Retro OG A Ma Maniére (While You Were Sleeping) edition retailed at $250. With its striking black, flat pewter, and violet ore colorway, this sneaker is the perfect fusion of luxury and heritage. As a highly anticipated drop, it showcases the elevated craftsmanship and storytelling that A Ma Maniére brings to every collaboration. Whether you’re a collector or someone looking to step up your style, this Jordan 3 is a must-have addition to any sneaker rotation.",Black/Black/Flat Pewter/Violet Ore,"
Black",Lifestyle
66,Nike Air Force 1 Low Supreme White,"Supreme and Nike paid homage to an NYC classic with the release of the Nike Air Force 1 Low Supreme White, now available on StockX. This collaboration adds Supreme’s world-renowned Box Logo to the side of a traditional all-white Air Force 1 design.

This Air Force 1 Low is comprised of an all-white leather upper with matching soles and detailing. A red Supreme Box Logo placed on the outside heel completes the design. These sneakers released in March of 2020 and retailed for $118.",White/White-White,White,Lifestyle
67,adidas Yeezy Boost 350 V2 'Steel Grey',"The adidas Yeezy Boost 350 V2 'Steel Grey' is constructed from light grey Primeknit, with a flexible upper that features distinct center stitching and a semi-translucent lateral-side stripe. The sock-like build is equipped with a pull loop at the heel for easy on and off. Responsive cushioning arrives via a full-length Boost midsole, wrapped in a ribbed TPU cage that maintains the shoe's monochrome aesthetic.",Steel Grey/Steel Grey/Steel Grey,Grey,Lifestyle
68,Jordan 4 Retro Bred Reimagined,"Rediscover a classic with the Jordan 4 Retro Bred Reimagined, dropping on February 17, 2024. This sneaker is a fresh take on the iconic Jordan 4, bringing a contemporary edge to a timeless design. This new release ditches the traditional nubuck, and incorporates a fresh take on the upper with a supple black leather.The Reimagined series, known for breathing new life into classic Air Jordans with innovative materials, makes this release a true collector's item.

The colorway in Black/Cement Grey/Varsity Red/Summit White perfectly balances boldness and tradition. This reinvention of the legendary ""Bred"" aesthetic combines the familiar with the unexpected, creating a sneaker that's both nostalgic and forward-looking. It's a must-have for both long-time Jordan fans and newcomers to the sneaker scene.

Priced at $210, the Jordan 4 Retro Bred Reimagined is set to be a versatile addition to any collection. Whether you're hitting the streets or just showcasing your style, this sneaker blends history, innovation, and style in a way only Jordan Brand can. Don't miss out on this blend of past and future – grab your pair and step into a new era of sneaker culture.",Black/Cement Grey/Varsity Red/Summit White,"
Black",Lifestyle
69,Nike Kobe 8 Protro University Red,"With a bold University Red and white color palette, the Nike Kobe 8 Protro University Red breathes new life into Kobe Bryant’s eight signature basketball shoe with Nike.

Designed for performance on the basketball court, the University Red Nike Kobe 8 Protro boasts a breathable upper made of ultra-lightweight, engineered mesh in University Red. Additional University Red accents can be found on part of the midsole, the laces, the collar, the tongue, and the insole. Pops of crisp white add contrast to the embroidered Swoosh logos, Bryant’s geometric sword logo on the tongue and heel, part of the sole unit, and the athlete’s signature. The white, rubber outsole features a grippy herringbone traction pattern, while the midsole houses responsive React foam.

Our experts at StockX like the generous padding around the collar, which protects the ankle and adds comfort. The Nike Kobe 8 Protro University Red was released on September 6, 2024, and sold for $190.","
University Red/White-University Red",Red,Basketball
70,Maison Mihara Yasuhiro Hank OG Sole Canvas Low Black,"The Mihara Yasuhiro Hank OG Sole Canvas Low Black is a sleek and stylish sneaker for any casual occasion. The shoe features a black canvas upper with white stitching and a white rubber sole. The shoe is made from high-quality materials, ensuring durability and comfort. The canvas upper is breathable, while the rubber sole provides excellent traction and support. The shoe is also lightweight, making it easy to wear for extended periods. The Mihara Yasuhiro Hank OG Sole Canvas Low Black was released on June 1st, 2022, and has a retail price of $220. It is available in a range of sizes, making it accessible to a wide range of customers. Something we love about the Mihara Yasuhiro Hank OG Sole Canvas Low Black is its minimalist design, which makes it versatile and easy to pair with any outfit. Our experts think the best features of the shoe are its high-quality materials, excellent traction, and lightweight construction. Overall, the standout feature of the Mihara Yasuhiro Hank OG Sole Canvas Low Black is its combination of style and functionality, making it a must-have for any sneaker enthusiast.",Black/White,Black,Luxury
71,Nike Ja 1 Mismatched,"The Nike Ja 1 Mismatched is a unique pair of sneakers designed by Ja Morant, with color schemes that mirror each other instead of matching each other.

This version of the Nike Ja 1 features a breathable mesh upper overlaid by support panels around the forefoot at the bottom of the laces, and by an overlay running across the entire bottom of the shoe. The Nike Swoosh adorns the midsoles in a textured silver material, while the heel collar is silver with the number ""12"" embroidered onto it in shiny silver thread. The tongue contains Ja’s logo. One of the shoes comes in a Bright Mandarin orange color with Ja Morant’s signature in Vapor Green on the heel, while the other shoe comes in Vapor Green with his signature in Bright Mandarin on the heel.

The standout feature of these shoes is their namesake – the mismatching of colors. The bright colors complement each other. The Nike Ja 1 Mismatched was released on April 19, 2024, for a retail price of $120.",Bright Mandarin/Multi-Color/Vapor Green/Light Armory Blue/Ashen Slate,Orange/Green,Basketball
72,UGG Tazz Slipper Sand (Women's),"Embrace the fusion of luxury and laidback style with the UGG Tazz Slipper in the Sand colorway. A perfect blend of comfort and chic, this slipper is a trendsetter's must-have for off-duty days. The plush sheepskin and wool lining ensure your feet stay cozy.

The Sand colorway offers a versatile and sophisticated look, perfect for pairing with your favorite loungewear or casual outfits. Whether you're lounging at home or stepping out for a quick errand, the Tazz Slipper is your go-to for effortless style.

This unique piece dropped on November 24, 2023, retailing at $130. Don't miss out on adding UGG comfort to your collection.","
Sand",Cream,Sandals
73,adidas Samba OG Cloud White Core Black,"The adidas Samba OG Cloud White Core Black (Women's) represents a contemporary take on a timeless style, emanating an aesthetic charm that goes beyond its original athletic purpose.​
​​
​Crafted from full-grain leather, the upper of the Cloud White Core Black adidas Samba OG (Women's) offers a sturdy and resilient construction. A gray suede, paired with a contrasting black heel tab, introduces an element of sophistication to the overall design. The iconic serrated 3-Stripes appear in black on both the lateral and medial sides, creating a visually striking contrast. Enhancing the shoe's unique identity, a Bluebird tongue label and a foil logotype mark its distinctive DNA. Underneath, a brown gum rubber outsole ensures both traction and durability, underscoring the shoe's practicality and style.​
​​
​The standout characteristic of the adidas Samba OG Cloud White Core Black (Women's) lies in its signature T-toe design. This element pays homage to football pitches of the past, while embracing a forward-looking approach with its entirely vegan composition. The shoe debuted for $100 on December 1st, 2023.",Cloud White/Core Black/Clear Granite,White,Lifestyle
74,Nike Air Max Plus 'Triple Black',The Nike Air Max Plus is one of several hybridized models that combines fundamental and distinctive characteristics from the brand's most coveted styles. This 'Triple Black' iteration is treated with a monochromatic theme to emphasize its cutting-edge appeal. The graphic-style textile upper is injected with undulating TPU stripes and structured with leather panels at the base and heel. Classic logos on the tongue and heel call out the innovative Tuned Air tech underfoot.,Black/Black-Black,Black,Running
75,adidas Gazelle Indoor Bad Bunny,"The adidas Gazelle Indoor Bad Bunny is part of a collaboration between adidas and Bad Bunny, a Puerto Rican rapper and singer known for his contributions to the Latin trap genre.

Introduced initially during adidas’ Summer/Fall 2024 lineup, the Bad Bunny adidas Gazelle Indoor features a minimalist aesthetic with an understated colorway of off-white, black, and light grey. The upper is crafted from premium leather in off-white with suede overlays in a light grey hue. Including black on the leather 3-Stripes, tongue, and collar creates a monochromatic contract that emulates Bad Bunny’s personal style. Perforations across the toebox allow the foot to breathe, while thin, white laces provide a secure front closure, and the gum rubber outsole provides traction under the foot.

Our StockX experts like the side panel's dual Bad Bunny and adidas branding. It reads ""adidas benito,"" which pays tribute to the performer’s first name. The adidas Gazelle Indoor Bad Bunny was launched on April 27, 2024, and sold for $120.",Off White/Black/Gum,White,Lifestyle
76,adidas Yeezy Slide Azure,"The adidas Yeezy Slide ‘Azure’ showcases a vibrant blue finish on the futuristic comfort sandal, featuring a minimalist one-piece build made with injected EVA foam. Exterior branding is limited to the soft top layer of the footbed, highlighted by a discreet adidas logo debossed at the heel. The slip-on is underpinned by a serrated outsole with strategic ridge placement, offering a combination of impact protection and grip.","
Azure/Azure/Azure",Blue,Sandals
77,adidas Yeezy Foam Runner 'MX Granite',"The adidas Yeezy Foam Runner ‘MX Granite’ showcases swirling grey tones on a lightweight build crafted from a single piece of durable EVA foam. Sculpted lines accentuate the slip-on’s streamlined aesthetic, while a series of mapped vents throughout the sides and vamp provide increased air flow. A contoured heel combines with a textured footbed to deliver a secure, comfortable fit. Underfoot, the outsole features a wavy traction pattern for sure footing on multiple surfaces.",Mx Granite/Mx Granite/Mx Granite,Grey,Clogs
78,Jordan 1 Retro High OG Latte (Women's),"Introducing the Jordan 1 Retro High OG Latte (Women's), a sneaker that blends classic style with a modern twist, perfect for today's fashion-forward crowd. This edition features a tasteful mix of Black, Legend Medium Brown, White, and Sail, reflecting a sophisticated palette that’s as versatile as it is striking. The high-top silhouette maintains its legendary profile, updated with a fresh color scheme that resonates with the subtle yet bold tastes of a new generation.

This Jordan 1 Retro High OG is designed not just for looks but also for lasting comfort. The high-quality leather upper and air-cushioned sole provide premium support and durability, making it ideal for daily wear. Whether you're stepping out for a night on the town or heading to a casual meetup, these sneakers are crafted to offer both standout style and practical functionality.

Released on May 29, 2024, the Jordan 1 Retro High OG Latte (Women's) retailed for $180. This sneaker has quickly become a staple in the collections of those who appreciate a refined approach to streetwear. With its neutral yet impactful colorway and classic design, it promises to remain a favorite for years to come, showcasing a timeless charm that transcends seasons and trends.",Black/Legend Medium Brown/White/Sail,Brown,Lifestyle
79,New Balance 2002R 'Protection Pack - Rain Cloud',"Launching as part of the three-piece ‘Protection Pack,’ the New Balance 2002R ‘Rain Cloud’ applies a greyscale finish to a revamped iteration of the lifestyle runner. The breathable grey mesh upper is fortified with raw-edged suede overlays, their uneven lines conveying the impression that the material had eroded over time. An exposed foam tongue accentuates the shoe’s deconstructed aesthetic. Lightweight cushioning is provided by a distressed ABZORB midsole, which is paired with an N-ergy outsole for improved impact protection.",Rain Cloud/Magnet,Grey,Running
80,Nike Air Force 1 Low '07 Black,"The all-black Air Force 1 Low is a timeless classic in Nike's catalog of heritage sneakers.

The Nike Air Force 1 Low '07 Black features a triple black smooth leather upper with a matching Air sole and laces. Subtle Nike Air embroidery on the heel tab nods to the history of the AF-1 line. A metallic lace tag and woven tongue label complete the design.

The Nike Air Force 1 Low '07 retails for $115.",Black/Black,"
Black",Lifestyle
81,Nike P-6000 Metallic Silver,"The Nike P-6000 Metallic Silver takes its inspiration from the Air Pegasus of 2006 and reimagines it with space-age details to give this sneaker a futuristic look.

The Metallic Silver Nike P-6000 features an upper base crafted from breathable metallic fabric. Both vertical and horizontal overlays are constructed of chrome synthetic leather course across the upper, making it glisten. A silver side-panel Nike swoosh is outlined in black embroidery that connects with the black foxing and black Nike branding on the tongue tag and heel tab. The white laces match the tongue, sock liner, and insole with P-6000 branding in black. A miniature black Nike swoosh adorns the toe box.

One of our favorite aspects of this sneaker is the comfortable and dependable sole unit. Cushioning white foam in the midsole works with a durable black outsole that provides traction for everyday wear. The Nike P-6000 Metallic Silver was released on October 6, 2023, for $120 retail.","
Metallic Silver/Sail/Black",Silver,Lifestyle
82,UGG Tasman Slipper Black,"The UGG Tasman Slipper Black can be worn both indoors and outdoors, functioning as either a slipper or a boot.

This Tasman Slipper model is made from soft black suede and has an embroidered with Tasman braiding circling the cuff. The lining is made from sheepskin and upcycled wool. The cushioned insole is made from UGG pure upcycled wool. The outsole, with traction fashioned in a starburst pattern, is made from black Treadlite technology. This version is monochromatic and the dominant hue is black. 

The UGG Tasman Slipper Black was first released at a price of $100 retail on November 1st, 2021.",Black,Black,Sandals
83,Jordan 11 Retro DMP Gratitude (2023),"The Jordan 11 Retro DMP Gratitude (2023) is a nod to the illustrious heritage encapsulated in the Jordan brand. This iconic Jordan 11 model resurfaces with a touch of the famous Defining Moments colorway. This edition is a herald of the lauded ""DMP"" series, bringing back the nostalgia from 2006 when it was initially released with an Air Jordan 6, embodying a timeless treasure for the Jordan lineage​.

Delving into the aesthetics, the colorway is nothing short of iconic. The upper boasts a high-cut patent leather. The usual mesh is replaced with leather that not only elevates its look but its texture. The white midsole is balanced meticulously with a translucent rubber outsole, evoking a sleek, clean design that's synonymous with the Jordan brand's premium craftsmanship.

The Metallic Gold accents echo the legendary legacy of Jordan, adorning the embossed Jumpman logo on the lateral ankle and the iconic ""23"" on the heels. These distinctive embellishments reflect a heritage of victory and valor, encapsulated in a sneaker that's not just worn, but celebrated. The Jordan 11 Retro DMP Gratitude (2023) released on December 9, 2023, at a retail price of $230.","
Black/White/Metallic Gold",White,Lifestyle
84,Nike Dunk Low Polar Blue,"The Nike Dunk Low in Polar Blue is a unique and crisp colorway of the Dunk Low shoes traditionally worn on the basketball court since the mid-1980s. This shoe has seen technological updates since its debut, resulting in this comfortable and visually striking iteration, and has also become an iconic streetwear shoe.

This iteration of the Nike Dunk Low is constructed with leather uppers and a rubber outsole. The base is white rubber, and Polar Blue overlays line the perforated toebox, the heel, the laces, and the midsole. The Nike Swoosh also appears in Polar Blue on the midsole. The tongue is padded for comfort, and white Nike branding is also visible on the heel.

Our StockX experts believe the standout feature of this sneaker is the Polar Blue overlays on the white leather base. The color makes the shoe appear crisp and clean, allowing for both sports wear and casual wear. The Nike Dunk Low in Polar Blue was released on October 14th, 2023, at a retail price of $115.",Polar/Polar/White/White,Blue,Lifestyle
85,Nike Women’s Dunk Low ‘Cacao Wow’,"The Nike Women’s Dunk Low ‘Cacao Wow’ features smooth leather on the upper, featuring a white base with chocolate brown overlays and a color-matched Swoosh. Traditional Nike branding appears on the tongue tag, back tab and sockliner. A vintage off-white finish is applied to the midsole, fitted with an interior foam wedge and reinforced by a durable brown rubber outsole.",Sail/Cacao Wow/Coconut Milk,Brown,Lifestyle
86,Nike Kobe 6 Protro Reverse Grinch,"Step into the future while honoring a legend with the Nike Kobe 6 Protro Reverse Grinch. This long-awaited sneaker, flips the script on the iconic Grinch colorway. Boasting a Bright Crimson upper that mirrors the intensity of Kobe's game, this shoe is a standout piece in any collection. The snakeskin-textured upper, a nod to the Black Mamba himself, is complemented by black Swooshes and electrifying Electric Green accents.

The Reverse Grinch doesn't just turn heads with its colorway; it pays homage to Kobe Bryant's enduring legacy. Electric Green laces and Kobe branding on the tongues and heels add to its unique charm. The midsole and heel counter, wrapped in Bright Crimson, maintain the shoe’s bold and cohesive look, ensuring it stands out on the court and in the streets.

Set to release on December 16, 2023, for $190, the Nike Kobe 6 Protro Reverse Grinch is more than a sneaker—it's a tribute to a basketball icon. With its vivid colors and sleek design, it's a must-have for sneakerheads and basketball fans alike.",Bright Crimson/Black/Electric Green,Red,Basketball
87,Air Jordan 4 Retro ‘Red Cement’,"The Air Jordan 4 Retro ‘Red Cement’ showcases color blocking that recalls the OG ‘White Cement’ colorway. The mid-top carries a white leather upper with tonal quarter panel netting and contrasting black accents on the molded eyelets and interior lining. Vibrant hits of Fire Red — accompanied by black speckled detailing — land on the shoe’s support wings, polyurethane midsole and heel tab. The latter features embossed Jumpman branding. A second Jumpman icon decorates the Flight tongue tag. Underfoot, a herringbone-traction rubber outsole delivers superior grip.",White/Fire Red/Black/Neutral Grey,White,Lifestyle
88,Jordan 11 Retro LowSpace Jam,"Introducing the Air Jordan 11 Retro Low 'Space Jam', an iconic silhouette that brings the nostalgia of 1996 straight to the streets. These sneakers are a modern twist on a classic, combining historical significance with contemporary style. The sneaker integrates the cherished Space Jam colorway, traditionally seen on higher-cut models, onto the Jordan 11 Low for the first time, making it a groundbreaking release for collectors and new fans alike.

This rendition of the Jordan 11 Low features a sleek black upper composed of high-quality patent leather and ballistic mesh, perfectly complementing the Varsity Royal accents that can be found on the iconic Jumpman logo & portions of the outsole. Contrasted with a crisp white midsole and a translucent outsole, the design maintains the aesthetic integrity of the original high-top version. This shoe celebrates Michael Jordan's larger-than-life influence both on and off the court.

Released on May 18, 2024, at a retail price of $190, the 'Space Jam' Jordan 11 Retro Low is a piece of basketball heritage. As it hits the shelves, it brings with it stories of victories, cultural moments, and a legacy of innovation. Whether stepping out on the court or walking the streets, these sneakers offer a timeless style combined with unmatched comfort. Don’t miss out on owning a piece of history with the Jordan 11 Retro Low 'Space Jam', a must-have for sneaker enthusiasts around the globe.",Black/Varsity Royal/White,Black,Lifestyle
89,UGG Classic Ultra Mini Boot Chestnut (Women's),"The UGG Classic Ultra Mini Chestnut W, dressed in a Chestnut colorway, is a shoe for women.

The Classic Ultra Mini by Australian brand UGG features a Twinface sheepskin upper, a Suede heel counter with a rear pull tab, upcycled wool, a lyocell insole, a Foam footbed, and a Treadlite outsole. The sneaker’s design is completed by the textile binding that is made from recycled polyester fibers. The sneaker’s woven heel features a UGG labeled logo. Its outsole is trodden for traction.

The UGG Classic Ultra Mini Chestnut W was first made available on the 3rd of November, 2021. At the time, the retail price was set at $140.",Chestnut,Brown,Boot
90,UGG Tasman Slipper Chestnut,"The UGG Tasman Slipper Chestnut has become one of the most known colorways in the catalog and is constructed with wool fabric.

It has a foam footbed with a Treadlite outsole, as well as a Tasman braid that is stitched along the interior of the shoe, finishing the look after signature branding is stamped on the upper. Moreover, the footwear is waterproof and includes a detachable UGGplushTM sock made of recycled wool and TENCELTM Lyocell. The sole has the brand´s starburst pattern for traction.

The UGG Tasman Slipper Chestnut was released on the market on November 1st, 2021, and retailed at $100.",Chestnut,Brown,Sandals
91,adidas Yeezy Slides 'Bone' 2022,"The 2022 edition of the adidas Yeezy Slide ‘Bone’ brings back a neutral colorway of the minimalist sandal originally released in 2019. An understated ivory hue permeates the one-piece build, crafted from injection-molded EVA for lightweight and durable comfort. Exterior branding is limited to a discreet adidas logo stamped on the plush footbed. Underfoot, the outsole features a series of deep grooves for a blend of traction and impact protection.",Bone/Bone/Bone,Cream,Sandals
